City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Fairbanks,US,2021-03-30 21:04:30,64.8378,-147.7164,35.6,64,75,3.53
295,Sobolevo,RU,2021-03-30 21:04:31,54.4299,31.8996,41.86,95,100,14.88
296,Bijie,CN,2021-03-30 21:04:31,27.3125,105.2942,58.05,71,0,2.48
297,Kodiak,US,2021-03-30 21:04:31,57.79,-152.4072,42.8,65,75,10.36
298,Petropavlovka,RU,2021-03-30 21:04:31,50.6114,105.3196,34.03,89,99,4.52
299,Zyryanka,RU,2021-03-30 21:04:32,65.75,150.85,6.98,95,100,8.3
300,Talcahuano,CL,2021-03-30 21:04:32,-36.7167,-73.1167,57.2,82,90,4.61
301,Kaitangata,NZ,2021-03-30 21:04:32,-46.2817,169.8464,55.29,95,96,3.4
302,Onguday,RU,2021-03-30 21:04:33,50.75,86.15,16.11,89,80,0.94
303,Guerrero Negro,MX,2021-03-30 21:04:33,27.9769,-114.0611,73.08,38,1,12.46
304,Bogorodskoye,RU,2021-03-30 21:04:33,56.55,37.8833,34.39,97,100,17.45
305,Luderitz,NA,2021-03-30 21:04:34,-26.6481,15.1594,63.73,80,0,10.69
306,Michalovce,SK,2021-03-30 21:04:34,48.7543,21.9195,48.0,74,100,1.54
307,Careiro Da Varzea,BR,2021-03-30 21:04:34,-3.2003,-59.8119,77.0,94,75,3.44
308,Lelese,RO,2021-03-30 21:04:34,45.7326,22.6973,38.98,80,56,0.98
309,Morondava,MG,2021-03-30 21:04:35,-20.2833,44.2833,74.75,74,3,13.71
310,Uchiza,PE,2021-03-30 21:04:35,-8.4592,-76.4633,77.49,77,90,1.88
311,Honiara,SB,2021-03-30 21:00:28,-9.4333,159.95,80.8,81,73,4.61
312,Fereydun Kenar,IR,2021-03-30 21:04:35,36.6864,52.5225,51.75,69,0,5.99
313,Lebyazhye,RU,2021-03-30 21:04:36,55.2689,66.4947,9.46,96,35,8.41
314,Stornoway,GB,2021-03-30 21:04:36,58.2093,-6.3865,44.6,93,90,13.8
315,San Quintin,MX,2021-03-30 21:04:36,30.4833,-115.95,64.96,62,1,12.5
316,Eyl,SO,2021-03-30 21:02:16,7.9803,49.8164,76.64,66,73,9.82
317,Puerto Del Rosario,ES,2021-03-30 21:04:36,28.5004,-13.8627,66.2,72,20,3.44
318,Souillac,MU,2021-03-30 21:04:37,-20.5167,57.5167,73.4,94,40,9.22
319,Salina Cruz,MX,2021-03-30 21:04:37,16.1667,-95.2,91.0,43,1,11.14
320,Port Hardy,CA,2021-03-30 21:03:18,50.6996,-127.4199,50.0,71,75,11.5
321,Russell,US,2021-03-30 21:00:14,32.3502,-85.1999,75.2,64,90,8.05
322,Rossland,CA,2021-03-30 21:04:37,49.0831,-117.8022,34.0,46,85,1.01
323,Los Llanos De Aridane,ES,2021-03-30 21:04:38,28.6585,-17.9182,66.2,68,0,5.75
324,Mananjary,MG,2021-03-30 21:04:38,-21.2167,48.3333,73.67,88,74,5.35
325,Sunland Park,US,2021-03-30 21:04:38,31.7965,-106.58,82.99,4,1,20.71
326,Bonfim,BR,2021-03-30 21:04:39,3.0833,-59.95,89.35,45,88,13.15
327,Lingdong,CN,2021-03-30 21:04:39,46.5669,131.1453,33.55,84,14,3.53
328,Wyndham,US,2021-03-30 21:04:39,37.6985,-77.6125,73.0,35,1,16.11
329,Beyneu,KZ,2021-03-30 21:04:40,45.3167,55.2,39.45,65,5,5.82
330,San Patricio,US,2021-03-30 21:04:40,28.017,-97.5169,87.8,55,40,19.57
331,Zaykovo,RU,2021-03-30 21:04:40,57.5613,62.7568,27.86,94,37,6.2
332,Nurota,UZ,2021-03-30 21:04:40,40.5614,65.6886,39.2,81,3,6.91
333,Verkhnevilyuysk,RU,2021-03-30 21:04:41,63.4453,120.3167,19.11,94,100,5.5
334,Vilyuysk,RU,2021-03-30 21:04:41,63.7553,121.6247,14.94,92,100,5.26
335,Concordia,AR,2021-03-30 21:04:41,-31.393,-58.0209,77.0,47,40,5.75
336,Mersing,MY,2021-03-30 21:04:42,2.4312,103.8405,75.2,100,100,11.5
337,Kavaratti,IN,2021-03-30 21:04:42,10.5669,72.642,83.84,72,55,4.45
338,Ilhabela,BR,2021-03-30 21:04:42,-23.7781,-45.3581,76.59,86,54,3.06
339,Telfs,AT,2021-03-30 21:04:43,47.3,11.0667,48.99,61,60,2.3
340,Saint-Georges,GD,2021-03-30 21:04:43,12.0564,-61.7485,82.4,74,75,23.02
341,Keuruu,FI,2021-03-30 21:04:43,62.2667,24.7,39.2,60,0,13.8
342,Acajutla,SV,2021-03-30 20:59:56,13.5928,-89.8275,87.01,59,0,4.0
343,Narsaq,GL,2021-03-30 21:04:43,60.9167,-46.05,42.8,45,75,18.41
344,Kurilsk,RU,2021-03-30 21:04:44,45.2333,147.8833,40.01,72,100,1.52
345,Mount Isa,AU,2021-03-30 21:04:44,-20.7333,139.5,71.6,35,0,10.36
346,Chapais,CA,2021-03-30 21:04:44,49.7834,-74.8492,50.0,40,75,17.27
347,Inuvik,CA,2021-03-30 21:04:44,68.3499,-133.7218,-0.4,65,100,9.22
348,Ostrovnoy,RU,2021-03-30 21:04:45,68.0531,39.5131,32.02,97,100,10.02
349,Marsh Harbour,BS,2021-03-30 21:04:45,26.5412,-77.0636,77.76,74,0,15.52
350,Chiredzi,ZW,2021-03-30 21:02:12,-21.05,31.6667,65.52,64,99,4.65
351,Severo-Yeniseyskiy,RU,2021-03-30 21:04:45,60.3725,93.0408,10.35,95,100,5.88
352,Rylsk,RU,2021-03-30 21:04:22,51.5655,34.6822,36.1,72,77,9.33
353,Sao Gabriel Da Cachoeira,BR,2021-03-30 21:00:16,-0.1303,-67.0892,75.7,93,100,2.37
354,Iqaluit,CA,2021-03-30 21:04:46,63.7506,-68.5145,-4.0,65,20,20.71
355,Domoni,KM,2021-03-30 21:04:46,-12.2569,44.5319,81.36,83,100,11.03
356,Biak,ID,2021-03-30 21:04:46,-0.9131,122.8766,76.57,81,94,3.15
357,Elmadag,TR,2021-03-30 21:04:47,39.9208,33.2308,41.0,75,75,16.11
358,La Rosa,HN,2021-03-30 21:04:47,15.35,-87.0667,87.8,48,40,9.22
359,Murgab,TM,2021-03-30 21:04:47,37.4966,61.9714,46.4,71,0,5.91
360,Bambous Virieux,MU,2021-03-30 21:04:47,-20.3428,57.7575,78.01,94,40,9.22
361,Pechenga,RU,2021-03-30 21:04:48,69.5259,31.1703,33.8,86,75,12.66
362,Kralendijk,BQ,2021-03-30 21:04:48,12.15,-68.2667,80.6,83,75,23.02
363,Manokwari,ID,2021-03-30 21:04:48,-0.8667,134.0833,77.94,79,100,3.22
364,Hasaki,JP,2021-03-30 21:04:49,35.7333,140.8333,59.0,72,75,11.5
365,Faro,PT,2021-03-30 21:03:17,37.0194,-7.9322,66.2,63,0,19.57
366,Sampit,ID,2021-03-30 21:04:49,-2.5333,112.95,73.53,98,100,2.53
367,Hobyo,SO,2021-03-30 21:04:49,5.3505,48.5268,79.36,72,7,8.9
368,Totness,SR,2021-03-30 21:04:49,5.8833,-56.3167,79.74,78,100,13.82
369,Port Lincoln,AU,2021-03-30 21:04:50,-34.7333,135.8667,65.21,78,5,7.81
370,Valdivia,CL,2021-03-30 21:01:13,-39.8142,-73.2459,68.0,56,40,9.22
371,Abha,SA,2021-03-30 21:04:50,18.2164,42.5053,66.2,42,0,10.36
372,Knysna,ZA,2021-03-30 21:04:50,-34.0363,23.0471,60.8,88,0,3.44
373,Kununurra,AU,2021-03-30 21:02:00,-15.7667,128.7333,69.8,94,4,5.46
374,Mecca,SA,2021-03-30 21:04:51,21.4267,39.8261,76.06,59,0,1.92
375,Oswego,US,2021-03-30 21:04:51,43.4501,-76.1497,69.8,24,34,19.57
376,Adamantina,BR,2021-03-30 20:59:53,-21.6853,-51.0725,81.05,49,71,15.59
377,Linhares,BR,2021-03-30 21:04:51,-19.3911,-40.0722,78.57,74,7,9.84
378,Langenburg,DE,2021-03-30 21:04:52,49.2544,9.8458,55.4,46,97,4.61
379,Slavutych,UA,2021-03-30 21:04:52,51.5196,30.7343,43.43,73,100,6.76
380,Aden,YE,2021-03-30 21:00:03,12.7794,45.0367,82.06,56,15,10.56
381,Itarema,BR,2021-03-30 21:04:52,-2.9248,-39.9167,78.75,82,83,8.19
382,Kodinsk,RU,2021-03-30 21:04:53,58.6881,99.1844,18.05,91,100,6.29
383,Springbok,ZA,2021-03-30 21:04:53,-29.6643,17.8865,61.2,55,0,4.0
384,Sakakah,SA,2021-03-30 21:04:53,29.9697,40.2064,68.0,15,62,11.5
385,Rudbar,AF,2021-03-30 21:04:54,30.15,62.6,56.35,26,0,10.87
386,Petropavlovsk-Kamchatskiy,RU,2021-03-30 21:04:54,53.0452,158.6483,32.0,100,75,2.24
387,Turukhansk,RU,2021-03-30 21:04:54,65.8167,87.9833,-24.83,99,95,2.3
388,Paita,PE,2021-03-30 21:01:20,-5.0892,-81.1144,86.0,48,0,6.91
389,Havre-Saint-Pierre,CA,2021-03-30 21:04:54,50.2334,-63.5986,26.6,63,1,20.71
390,Cabatuan,PH,2021-03-30 21:04:55,10.8794,122.486,76.73,86,90,8.77
391,Slavyanka,RU,2021-03-30 21:04:55,42.8633,131.3847,39.24,79,45,3.51
392,Peleduy,RU,2021-03-30 21:04:55,59.6289,112.7406,28.49,86,100,12.19
393,Kendari,ID,2021-03-30 21:04:56,-3.945,122.4989,74.39,94,100,4.47
394,Atar,MR,2021-03-30 21:04:56,20.5169,-13.0499,84.94,16,16,4.38
395,Chabahar,IR,2021-03-30 21:04:56,25.2919,60.643,79.61,55,83,8.21
396,Finschhafen,PG,2021-03-30 21:04:56,-6.6024,147.8681,79.68,75,99,4.07
397,Husavik,IS,2021-03-30 21:04:57,66.0449,-17.3389,33.8,64,40,6.91
398,Tessalit,ML,2021-03-30 21:04:57,20.1986,1.0114,77.4,5,19,11.25
399,Mogadishu,SO,2021-03-30 21:04:57,2.0371,45.3438,80.73,73,13,15.03
400,Santa Maria,BR,2021-03-30 21:03:18,-29.6842,-53.8069,68.49,74,68,3.94
401,Alingsas,SE,2021-03-30 21:04:57,57.9303,12.5335,46.0,93,75,9.22
402,Arman,RU,2021-03-30 21:04:58,59.7,150.1667,23.97,91,100,9.95
403,Peterhead,GB,2021-03-30 21:04:58,57.5058,-1.7981,55.0,76,100,3.44
404,Newala,TZ,2021-03-30 21:04:58,-10.9431,39.2787,65.46,98,41,2.75
405,Acapulco,MX,2021-03-30 21:02:49,16.8634,-99.8901,87.8,55,1,12.66
406,Kamaishi,JP,2021-03-30 21:04:59,39.2667,141.8833,48.15,90,99,5.79
407,Yulara,AU,2021-03-30 21:04:59,-25.2406,130.9889,60.8,48,0,4.61
408,Haftoni,AZ,2021-03-30 21:04:59,38.7632,48.7622,44.6,100,9,3.56
409,Beisfjord,NO,2021-03-30 21:05:00,68.3751,17.5988,37.4,87,90,8.05
410,Kalmunai,LK,2021-03-30 21:05:00,7.4167,81.8167,79.16,83,100,9.35
411,Tampakan,PH,2021-03-30 21:05:00,6.4442,124.9264,73.69,96,100,0.96
412,Krasnyy Chikoy,RU,2021-03-30 21:05:01,50.3643,108.7512,31.23,97,100,2.75
413,Saint-Philippe,RE,2021-03-30 21:05:01,-21.3585,55.7679,78.8,73,0,4.61
414,Korla,CN,2021-03-30 21:05:01,41.7597,86.1469,39.87,79,100,10.45
415,Yeniseysk,RU,2021-03-30 21:05:01,58.4497,92.1703,20.23,93,100,5.79
416,Jimeta,NG,2021-03-30 21:05:02,9.2833,12.4667,84.02,12,19,3.74
417,Palembang,ID,2021-03-30 21:05:02,-2.9167,104.7458,74.53,93,100,2.01
418,Mackay,AU,2021-03-30 21:05:02,-21.15,149.2,73.4,83,40,16.11
419,Ancud,CL,2021-03-30 21:00:06,-41.8697,-73.8203,68.0,68,75,10.36
420,Turhal,TR,2021-03-30 21:05:03,40.3875,36.0811,39.2,75,75,13.8
421,Dawson,US,2021-03-30 21:05:04,31.7735,-84.4466,80.6,57,75,5.75
422,Constitucion,CL,2021-03-30 21:00:56,-35.3333,-72.4167,62.26,74,7,8.1
423,Bilibino,RU,2021-03-30 21:05:04,68.0546,166.4372,-10.03,97,58,2.95
424,Anadyr,RU,2021-03-30 21:05:04,64.75,177.4833,-2.2,71,0,2.24
425,Dedza,MW,2021-03-30 21:05:05,-14.3779,34.3332,54.41,92,29,3.49
426,Mahad,IN,2021-03-30 21:05:05,18.0833,73.4167,74.48,50,14,1.7
427,Mount Pleasant,US,2021-03-30 21:01:52,32.7941,-79.8626,72.0,83,75,5.75
428,Sosva,RU,2021-03-30 21:05:05,59.1766,61.8558,29.34,92,33,7.87
429,Igboho,NG,2021-03-30 21:05:06,8.8333,3.75,86.72,36,98,4.21
430,Butembo,CD,2021-03-30 21:05:06,0.15,29.2833,57.61,93,100,2.44
431,Whitehorse,CA,2021-03-30 21:00:14,60.7161,-135.0538,37.4,56,90,13.8
432,Pacific Grove,US,2021-03-30 21:05:06,36.6177,-121.9166,77.0,26,1,6.91
433,Vagur,FO,2021-03-30 21:05:07,61.4732,-6.8119,39.4,75,99,21.92
434,Berdigestyakh,RU,2021-03-30 21:05:07,62.0989,126.6992,-3.3,99,72,3.67
435,Daru,PG,2021-03-30 21:05:07,-9.0763,143.2092,76.53,95,100,9.95
436,College,US,2021-03-30 20:59:39,64.8569,-147.8028,32.0,64,75,3.44
437,Mazagao,BR,2021-03-30 21:03:23,-0.115,-51.2894,84.2,94,75,6.91
438,Vardo,NO,2021-03-30 21:05:08,70.3705,31.1107,33.8,93,75,23.02
439,Sioux Lookout,CA,2021-03-30 21:05:08,50.1001,-91.917,19.4,68,90,16.11
440,Mandiana,GN,2021-03-30 21:05:08,10.6333,-8.6833,89.02,20,13,4.45
441,Beni Suef,EG,2021-03-30 21:05:08,29.0731,31.0979,58.95,51,0,11.39
442,Caluquembe,AO,2021-03-30 21:05:09,-13.7833,14.6833,59.41,96,100,1.83
443,Kokkola,FI,2021-03-30 21:05:09,63.8385,23.1307,41.0,60,0,12.66
444,Lamar,US,2021-03-30 21:05:09,33.6668,-95.5836,69.01,94,90,9.46
445,Makakilo City,US,2021-03-30 21:05:10,21.3469,-158.0858,82.4,57,75,11.5
446,Antofagasta,CL,2021-03-30 21:05:10,-23.65,-70.4,64.4,72,20,17.27
447,Vanimo,PG,2021-03-30 21:05:10,-2.6741,141.3028,77.43,88,99,2.01
448,Ha Tinh,VN,2021-03-30 21:05:11,18.3333,105.9,79.83,67,95,4.34
449,Seoul,KR,2021-03-30 21:05:11,37.5683,126.9778,41.0,87,0,2.3
450,Termoli,IT,2021-03-30 21:05:11,41.9888,14.9895,53.67,65,12,6.87
451,Talakan,RU,2021-03-30 21:05:11,50.3167,130.3667,28.42,95,75,2.95
452,Kutum,SD,2021-03-30 21:05:11,14.2,24.6667,66.36,14,0,11.59
453,Portland,US,2021-03-30 21:03:10,45.5234,-122.6762,53.01,50,40,8.05
454,Astana,KZ,2021-03-30 21:05:12,51.1801,71.446,15.8,92,75,2.24
455,Kerema,PG,2021-03-30 21:05:12,-7.9631,145.7785,76.93,86,100,3.74
456,Necochea,AR,2021-03-30 21:05:12,-38.5473,-58.7368,64.99,71,0,4.0
457,Ivanteyevka,RU,2021-03-30 21:05:13,55.9711,37.9208,35.6,93,90,17.9
458,Am Timan,TD,2021-03-30 21:05:13,11.0297,20.2827,84.06,12,0,6.89
459,Santa Cruz Cabralia,BR,2021-03-30 21:04:01,-16.2781,-39.0247,80.6,65,40,10.36
460,Saint-Donat-De-Montcalm,CA,2021-03-30 21:05:13,46.3187,-74.2219,57.2,35,100,4.61
461,Mao,ES,2021-03-30 21:05:14,39.8885,4.2658,53.6,94,20,8.05
462,Carballo,ES,2021-03-30 21:05:14,43.213,-8.691,60.8,82,0,3.44
463,Vao,NC,2021-03-30 21:05:14,-22.6667,167.4833,76.77,76,94,16.84
464,Piacabucu,BR,2021-03-30 21:05:14,-10.4056,-36.4344,79.66,82,55,10.63
465,Caronport,CA,2021-03-30 21:05:15,50.4501,-105.8179,17.6,62,100,26.46
466,Omboue,GA,2021-03-30 21:05:15,-1.5746,9.2618,78.51,87,99,5.48
467,Waingapu,ID,2021-03-30 21:05:15,-9.6567,120.2641,77.85,87,100,7.58
468,Kysyl-Syr,RU,2021-03-30 21:05:16,63.8986,122.7617,8.51,96,95,4.47
469,Altagracia De Orituco,VE,2021-03-30 21:05:16,9.8601,-66.3814,83.37,57,81,10.25
470,Jumla,NP,2021-03-30 21:05:16,29.2747,82.1838,44.19,59,9,5.55
471,Chumikan,RU,2021-03-30 21:05:16,54.7183,135.315,23.16,95,100,5.53
472,Quang Ngai,VN,2021-03-30 21:05:17,15.1167,108.8,73.08,79,99,4.83
473,Jiazi,CN,2021-03-30 21:05:17,22.8779,116.067,74.01,89,3,6.11
474,Alofi,NU,2021-03-30 21:05:17,-19.0595,-169.9187,82.4,83,75,11.5
475,Sovetskiy,RU,2021-03-30 21:05:18,61.3614,63.5842,24.13,94,100,5.41
476,Moa,CU,2021-03-30 21:05:18,20.6569,-74.9403,80.55,69,4,15.12
477,Zdolbuniv,UA,2021-03-30 21:05:18,50.5206,26.2425,50.0,90,100,1.99
478,Pisco,PE,2021-03-30 21:05:19,-13.7,-76.2167,73.4,64,20,20.71
479,Nyazepetrovsk,RU,2021-03-30 21:05:19,56.0531,59.6028,25.79,96,57,5.44
480,Pulandian,CN,2021-03-30 21:05:19,39.3953,121.9669,44.6,49,0,2.24
481,Odweyne,SO,2021-03-30 21:05:19,9.4092,45.064,75.56,30,75,4.76
482,Kudahuvadhoo,MV,2021-03-30 21:05:20,2.6708,72.8944,83.14,76,100,17.76
483,Labuhan,ID,2021-03-30 21:05:20,-6.8844,112.2051,77.99,83,100,5.88
484,Greymouth,NZ,2021-03-30 21:05:20,-42.4667,171.2,59.85,85,96,5.7
485,Dinguiraye,GN,2021-03-30 21:05:20,11.3,-10.7167,91.06,20,44,4.36
486,Fallon,US,2021-03-30 21:04:08,39.4735,-118.7774,51.8,12,1,9.22
487,Palu,ID,2021-03-30 21:01:01,-0.8917,119.8707,74.59,94,47,2.15
488,Puerto Colombia,CO,2021-03-30 21:05:21,10.9878,-74.9547,86.0,66,0,17.27
489,Benguela,AO,2021-03-30 21:05:21,-12.5763,13.4055,79.27,76,25,1.03
490,Valentin Gomez Farias,MX,2021-03-30 21:05:22,28.2167,-106.5833,75.0,5,82,10.0
491,Morros,BR,2021-03-30 21:05:22,-9.4467,-46.3003,79.47,73,99,3.56
492,Sheridan,US,2021-03-30 21:05:22,44.8333,-106.9173,35.6,44,40,20.71
493,Tete,MZ,2021-03-30 21:01:09,-16.1564,33.5867,78.01,69,40,10.36
494,Sessa Aurunca,IT,2021-03-30 21:05:22,41.2408,13.9328,59.0,71,0,4.52
495,Geraldton,AU,2021-03-30 21:05:23,-28.7667,114.6,69.8,88,30,6.91
496,Moose Factory,CA,2021-03-30 21:05:23,51.2585,-80.6094,44.6,87,90,20.71
497,Ialibu,PG,2021-03-30 21:05:23,-6.2821,143.9935,57.54,95,100,2.13
498,Ville-Marie,CA,2021-03-30 21:05:24,47.3335,-79.433,53.6,50,1,34.52
499,Dunedin,NZ,2021-03-30 21:05:24,-45.8742,170.5036,57.0,82,80,8.01
500,Barreirinhas,BR,2021-03-30 21:03:00,-2.7469,-42.8264,78.26,87,93,6.71
501,Luganville,VU,2021-03-30 21:05:24,-15.5333,167.1667,81.28,83,51,7.14
502,Lavrentiya,RU,2021-03-30 21:05:24,65.5833,-171.0,4.69,73,100,6.55
503,Hornepayne,CA,2021-03-30 21:05:25,49.2138,-84.7705,34.92,69,100,18.12
504,Silao,MX,2021-03-30 21:05:25,20.9333,-101.4333,87.01,19,75,8.05
505,Margate,GB,2021-03-30 21:05:25,51.3813,1.3862,57.99,60,0,1.01
506,Berlevag,NO,2021-03-30 21:05:26,70.8578,29.0864,35.6,87,75,21.85
507,Martapura,ID,2021-03-30 21:05:26,-3.4167,114.85,72.75,98,62,1.21
508,Yaransk,RU,2021-03-30 21:05:26,57.3033,47.8861,31.6,81,100,18.88
509,Iquique,CL,2021-03-30 21:03:36,-20.2208,-70.1431,69.8,64,0,20.71
510,Mayo,US,2021-03-30 21:05:27,38.8876,-76.5119,64.99,44,1,19.57
511,Raga,SS,2021-03-30 21:05:27,8.4596,25.678,79.93,19,100,4.99
512,Katsuura,JP,2021-03-30 21:05:27,35.1333,140.3,60.01,84,59,13.04
513,Porto Nacional,BR,2021-03-30 21:05:27,-10.7081,-48.4172,84.2,70,20,11.5
514,Huarmey,PE,2021-03-30 21:05:28,-10.0681,-78.1522,74.59,75,62,10.98
515,Batemans Bay,AU,2021-03-30 21:05:28,-35.7167,150.1833,54.0,90,71,4.0
516,Westport,US,2021-03-30 21:05:28,41.1415,-73.3579,57.0,41,1,13.8
517,Roald,NO,2021-03-30 21:01:13,62.5833,6.1333,39.2,93,75,3.44
518,Ratnagiri,IN,2021-03-30 21:05:29,16.9833,73.3,77.14,69,72,7.07
519,Oranjestad,AW,2021-03-30 21:05:25,12.524,-70.027,84.2,70,40,24.16
520,Traverse City,US,2021-03-30 21:03:00,44.7631,-85.6206,64.4,36,75,18.41
521,Jakarta,ID,2021-03-30 21:01:45,-6.2146,106.8451,79.0,94,20,6.91
522,Corcoran,US,2021-03-30 21:05:29,36.098,-119.5604,73.0,30,1,8.05
523,Mazatlan,MX,2021-03-30 21:05:29,23.2167,-106.4167,86.0,16,1,5.75
524,Singaraja,ID,2021-03-30 21:05:30,-8.112,115.0882,79.18,84,87,3.69
525,Carutapera,BR,2021-03-30 21:05:30,-1.195,-46.02,76.86,93,100,6.82
526,Blankenberge,BE,2021-03-30 21:05:30,51.3131,3.1323,55.99,52,0,7.56
527,Kalininsk,RU,2021-03-30 21:05:31,51.5,44.4758,15.13,99,61,2.3
528,Fort Nelson,CA,2021-03-30 21:05:31,58.8053,-122.7002,26.6,63,75,4.61
529,Etchojoa,MX,2021-03-30 21:05:31,26.9167,-109.6333,84.99,24,8,10.0
530,Santa Marta,CO,2021-03-30 21:02:11,11.2408,-74.199,90.0,59,22,14.0
531,Santo Domingo,DO,2021-03-30 21:05:15,18.5001,-69.9886,84.2,70,75,9.22
532,Manaskent,RU,2021-03-30 21:05:32,42.7275,47.6785,44.6,93,75,6.71
533,Alexander City,US,2021-03-30 21:05:32,32.944,-85.9539,75.2,60,75,8.05
534,Auch,FR,2021-03-30 21:05:32,43.65,0.5833,57.2,62,0,6.91
535,Fort Carson,US,2021-03-30 21:05:32,38.7375,-104.7889,36.0,54,75,17.27
536,Kloulklubed,PW,2021-03-30 21:05:33,7.0419,134.2556,77.0,88,75,4.61
537,Casino,AU,2021-03-30 21:05:33,-28.8667,153.05,62.6,82,29,3.44
538,Boralday,KZ,2021-03-30 21:05:33,43.3578,76.8594,37.4,87,90,2.24
539,San Cristobal,VE,2021-03-30 21:05:33,7.7669,-72.225,82.4,57,75,17.27
540,Plettenberg Bay,ZA,2021-03-30 21:05:34,-34.0527,23.3716,64.4,54,3,6.51
541,Namtsy,RU,2021-03-30 21:05:34,62.7161,129.6658,-4.0,84,0,4.47
542,Baykit,RU,2021-03-30 21:05:34,61.67,96.37,5.23,97,100,3.36
543,Hamilton,US,2021-03-30 21:03:47,39.1834,-84.5333,75.2,28,1,19.57
544,Mana,GF,2021-03-30 21:05:35,5.6592,-53.7767,77.72,87,92,12.93
545,Khani,GE,2021-03-30 21:05:35,41.9563,42.9566,37.4,100,0,2.3
546,Petukhovo,RU,2021-03-30 21:05:35,55.0692,67.9019,8.4,97,65,7.72
547,Beira,MZ,2021-03-30 21:05:36,-19.8436,34.8389,80.01,65,75,12.66
548,Belyy Yar,RU,2021-03-30 21:05:36,53.6039,91.3903,24.8,80,0,4.47
549,Pecos,US,2021-03-30 21:05:36,31.4229,-103.4932,89.6,4,1,21.85
550,West Bay,KY,2021-03-30 21:05:36,19.3667,-81.4167,86.0,70,40,12.66
551,Segezha,RU,2021-03-30 21:05:37,63.7415,34.3222,36.0,77,75,16.53
552,Ankang,CN,2021-03-30 21:05:37,32.68,109.0172,54.45,87,100,1.72
553,Williams Lake,CA,2021-03-30 21:05:00,52.1415,-122.1445,50.0,52,75,6.91
554,Gravdal,NO,2021-03-30 21:05:37,68.1214,13.5031,39.2,81,75,10.36
555,Rio Gallegos,AR,2021-03-30 21:01:32,-51.6226,-69.2181,55.4,35,0,17.27
556,Tumpat,MY,2021-03-30 21:05:38,6.1978,102.171,75.2,94,40,2.3
557,Dois Vizinhos,BR,2021-03-30 21:05:38,-25.7336,-53.0572,68.59,66,0,4.23
558,Oxapampa,PE,2021-03-30 21:05:38,-10.5775,-75.4017,69.24,69,95,3.27
559,Suoyarvi,RU,2021-03-30 21:05:39,62.0833,32.35,34.47,82,8,10.25
560,Amazar,RU,2021-03-30 21:05:39,53.858,120.875,13.39,96,27,2.57
561,Wanning,CN,2021-03-30 21:05:39,18.8003,110.3967,73.94,94,15,10.92
562,Ibra,OM,2021-03-30 21:05:39,22.6906,58.5334,78.46,26,0,1.68
563,Berlin,DE,2021-03-30 21:04:00,52.5244,13.4105,55.0,76,0,1.14
564,Ganzhou,CN,2021-03-30 21:05:40,28.8184,115.4327,67.26,97,100,2.91
565,Banon,ES,2021-03-30 21:05:40,40.8382,-1.1909,51.8,82,8,7.92
566,Hasanabad,IR,2021-03-30 21:05:40,36.5465,61.0543,50.0,50,0,2.3
567,Gladstone,AU,2021-03-30 21:05:41,-23.85,151.25,69.8,73,10,6.91
568,Grindavik,IS,2021-03-30 21:02:26,63.8424,-22.4338,35.6,64,0,8.05
569,Plastun,RU,2021-03-30 21:05:41,44.7561,136.2939,35.51,87,19,5.44
570,Karpathos,GR,2021-03-30 21:05:41,35.507,27.2132,55.4,50,1,20.71
571,Mildura,AU,2021-03-30 21:02:17,-34.2,142.15,50.0,76,35,4.61
572,Chippewa Falls,US,2021-03-30 21:05:42,44.9369,-91.3929,42.8,33,1,19.57
573,Astara,AZ,2021-03-30 21:05:42,38.5,48.6667,44.6,100,38,1.28
574,Debre Sina,ET,2021-03-30 21:05:42,9.85,39.7667,54.48,54,64,4.43
575,Magan,ES,2021-03-30 21:05:43,39.9683,-3.931,62.6,31,0,5.75
576,Goderich,CA,2021-03-30 21:05:43,43.7501,-81.7165,60.8,39,100,23.02
577,Scottsbluff,US,2021-03-30 21:02:48,41.8666,-103.6672,42.8,24,75,19.57
578,Lasa,IT,2021-03-30 21:05:43,46.6166,10.7002,55.99,61,0,4.61
579,Abapo,BO,2021-03-30 21:05:43,-18.8333,-63.4667,67.84,68,90,3.65
580,Umea,SE,2021-03-30 21:05:44,63.8284,20.2597,41.0,65,0,12.66
581,Padang,ID,2021-03-30 21:05:44,-0.9492,100.3543,75.2,94,90,2.3
582,Tual,ID,2021-03-30 21:05:44,-5.6667,132.75,83.55,72,100,8.1
583,Shurugwi,ZW,2021-03-30 21:05:45,-19.6702,30.0059,53.62,74,71,2.84
584,Namatanai,PG,2021-03-30 21:05:45,-3.6667,152.4333,79.92,81,100,2.98
585,Aksarka,RU,2021-03-30 21:05:45,66.5606,67.7975,6.03,94,100,12.01
586,Taoudenni,ML,2021-03-30 21:05:45,22.6783,-3.9836,85.23,5,25,11.68
587,San,ML,2021-03-30 21:01:05,13.3034,-4.8956,89.51,9,11,7.94
588,Puerto Carreno,CO,2021-03-30 21:05:46,6.189,-67.4859,89.28,47,100,14.36
589,Hudiksvall,SE,2021-03-30 21:05:46,61.729,17.1036,41.36,62,100,4.88
590,Manaure,CO,2021-03-30 21:05:46,11.7751,-72.4445,87.22,51,53,30.15
591,Riyadh,SA,2021-03-30 21:02:10,24.6877,46.7219,73.4,17,0,4.61
